chinese,english,targetWords,audioSentenceFilename,audioEnglishFilename,tags,difficulty
我看见这时候。,I see an at this time.,这时候,audio/sentences/我看见这时候。.mp3,audio/sentence_meanings/I-see-an-at-this-time.mp3,LMS;clip-pack,2
我看见这种。,I see a this kind of.,这种,audio/sentences/我看见这种。.mp3,audio/sentence_meanings/I-see-a-this-kind-of.mp3,LMS;clip-pack,2
我看见那个。,I see a that.,那个,audio/sentences/我看见那个。.mp3,audio/sentence_meanings/I-see-a-that.mp3,LMS;clip-pack,2
我看见那么。,I see an if.,那么,audio/sentences/我看见那么。.mp3,audio/sentence_meanings/I-see-an-if.mp3,LMS;clip-pack,2
我看见那天。,I see a that day.,那天,audio/sentences/我看见那天。.mp3,audio/sentence_meanings/I-see-a-that-day.mp3,LMS;clip-pack,2
我看见重要。,I see an important.,重要,audio/sentences/我看见重要。.mp3,audio/sentence_meanings/I-see-an-important.mp3,LMS;clip-pack,2
我看见钱。,I see a money.,钱,audio/sentences/我看见钱。.mp3,audio/sentence_meanings/I-see-a-money.mp3,LMS;clip-pack,2
我看见银行。,I see a bank.,银行,audio/sentences/我看见银行。.mp3,audio/sentence_meanings/I-see-a-bank.mp3,LMS;clip-pack,2
我看见难。,I see a difficult.,难,audio/sentences/我看见难。.mp3,audio/sentence_meanings/I-see-a-difficult.mp3,LMS;clip-pack,2
他看起来很难过。,He looks sad.,难过,audio/sentences/他看起来很难过。.mp3,audio/sentence_meanings/He-looks-sad.mp3,LMS;clip-pack,2
其实，我知道。,"Actually, I know.",其实,audio/sentences/其实，我知道。.mp3,"audio/sentence_meanings/Actually,-I-know.mp3",LMS;clip-pack,2
他立刻回来。,He comes back at once.,立刻,audio/sentences/他立刻回来。.mp3,audio/sentence_meanings/He-comes-back-at-once.mp3,LMS;clip-pack,2
他突然停住。,He suddenly stops.,突然,audio/sentences/他突然停住。.mp3,audio/sentence_meanings/He-suddenly-stops.mp3,LMS;clip-pack,2
他刚刚回来。,He just came back.,刚刚,audio/sentences/他刚刚回来。.mp3,audio/sentence_meanings/He-just-came-back.mp3,LMS;clip-pack,2
原来是这样。,So that is how it is.,原来,audio/sentences/原来是这样。.mp3,audio/sentence_meanings/So-that-is-how-it-is.mp3,LMS;clip-pack,2
之前，他不知道。,"Before, he did not know.",之前,audio/sentences/之前，他不知道。.mp3,"audio/sentence_meanings/Before,-he-did-not-know.mp3",LMS;clip-pack,2
所有人都看着他。,Everyone looks at him.,所有,audio/sentences/所有人都看着他。.mp3,audio/sentence_meanings/Everyone-looks-at-him.mp3,LMS;clip-pack,2
他没有任何问题。,He does not have any problem.,任何,audio/sentences/他没有任何问题。.mp3,audio/sentence_meanings/He-does-not-have-any-problem.mp3,LMS;clip-pack,2
因此，他回家。,"Therefore, he goes home.",因此,audio/sentences/因此，他回家。.mp3,"audio/sentence_meanings/Therefore,-he-goes-home.mp3",LMS;clip-pack,2
虽然很累，他还是去。,"Although he is tired, he still goes.",虽然,audio/sentences/虽然很累，他还是去。.mp3,"audio/sentence_meanings/Although-he-is-tired,-he-still-goes.mp3",LMS;clip-pack,2
他会看，而且会听。,"He can look, and also can listen.",而且,audio/sentences/他会看，而且会听。.mp3,"audio/sentence_meanings/He-can-look,-and-also-can-listen.mp3",LMS;clip-pack,2
于是，他走进去。,"So then, he walks in.",于是,audio/sentences/于是，他走进去。.mp3,"audio/sentence_meanings/So-then,-he-walks-in.mp3",LMS;clip-pack,2
他被看见了。,He was seen.,被,audio/sentences/他被看见了。.mp3,audio/sentence_meanings/He-was-seen.mp3,LMS;clip-pack,2
他通过这个学会了。,He learned through this.,通过,audio/sentences/他通过这个学会了。.mp3,audio/sentence_meanings/He-learned-through-this.mp3,LMS;clip-pack,2
按照这个办法做。,Do it according to this method.,按照,audio/sentences/按照这个办法做。.mp3,audio/sentence_meanings/Do-it-according-to-this-method.mp3,LMS;clip-pack,2
他等到晚上。,He waits until evening.,直到,audio/sentences/他等到晚上。.mp3,audio/sentence_meanings/He-waits-until-evening.mp3,LMS;clip-pack,2
除了这个，他没有别的。,"Except for this, he has nothing else.",除了,audio/sentences/除了这个，他没有别的。.mp3,"audio/sentence_meanings/Except-for-this,-he-has-nothing-else.mp3",LMS;clip-pack,2
即使很累，他也去。,"Even if he is tired, he still goes.",即使,audio/sentences/即使很累，他也去。.mp3,"audio/sentence_meanings/Even-if-he-is-tired,-he-still-goes.mp3",LMS;clip-pack,2
他曾经很怕。,He was once afraid.,曾经,audio/sentences/他曾经很怕。.mp3,audio/sentence_meanings/He-was-once-afraid.mp3,LMS;clip-pack,2
他仍然在这里。,He is still here.,仍然,audio/sentences/他仍然在这里。.mp3,audio/sentence_meanings/He-is-still-here.mp3,LMS;clip-pack,2
一切都好了。,Everything is okay now.,一切,audio/sentences/一切都好了。.mp3,audio/sentence_meanings/Everything-is-okay-now.mp3,LMS;clip-pack,2
他看，同时也听。,He looks and listens at the same time.,同时,audio/sentences/他看，同时也听。.mp3,audio/sentence_meanings/He-looks-and-listens-at-the-same-time.mp3,LMS;clip-pack,2
他照顾你。,He takes care of you.,照顾,audio/sentences/他照顾你。.mp3,audio/sentence_meanings/He-takes-care-of-you.mp3,LMS;clip-pack,2
他愣了一下。,He freezes for a moment.,愣,audio/sentences/他愣了一下。.mp3,audio/sentence_meanings/He-freezes-for-a-moment.mp3,LMS;clip-pack,2
他松了一口气。,He feels relieved.,松一口气,audio/sentences/他松了一口气。.mp3,audio/sentence_meanings/He-feels-relieved.mp3,LMS;clip-pack,2
他擦伤了手。,He scrapes his hand.,擦伤,audio/sentences/他擦伤了手。.mp3,audio/sentence_meanings/He-scrapes-his-hand.mp3,LMS;clip-pack,2
他逞强。,He acts tough.,逞强,audio/sentences/他逞强。.mp3,audio/sentence_meanings/He-acts-tough.mp3,LMS;clip-pack,2
他包扎伤口。,He bandages the wound.,包扎,audio/sentences/他包扎伤口。.mp3,audio/sentence_meanings/He-bandages-the-wound.mp3,LMS;clip-pack,2
他重复这句话。,He repeats this sentence.,重复,audio/sentences/他重复这句话。.mp3,audio/sentence_meanings/He-repeats-this-sentence.mp3,LMS;clip-pack,2
他提醒你。,He reminds you.,提醒,audio/sentences/他提醒你。.mp3,audio/sentence_meanings/He-reminds-you.mp3,LMS;clip-pack,2
他开口说话。,He speaks up.,开口,audio/sentences/他开口说话。.mp3,audio/sentence_meanings/He-speaks-up.mp3,LMS;clip-pack,2
他浪费时间。,He wastes time.,浪费,audio/sentences/他浪费时间。.mp3,audio/sentence_meanings/He-wastes-time.mp3,LMS;clip-pack,2
他提到这个问题。,He mentions this problem.,提到,audio/sentences/他提到这个问题。.mp3,audio/sentence_meanings/He-mentions-this-problem.mp3,LMS;clip-pack,2
他记下名字。,He writes down the name.,记下,audio/sentences/他记下名字。.mp3,audio/sentence_meanings/He-writes-down-the-name.mp3,LMS;clip-pack,2
他选择这个。,He chooses this.,选择,audio/sentences/他选择这个。.mp3,audio/sentence_meanings/He-chooses-this.mp3,LMS;clip-pack,2
他珍惜时间。,He treasures time.,珍惜,audio/sentences/他珍惜时间。.mp3,audio/sentence_meanings/He-treasures-time.mp3,LMS;clip-pack,2
他重新做。,He does it again.,重新,audio/sentences/他重新做。.mp3,audio/sentence_meanings/He-does-it-again.mp3,LMS;clip-pack,2
他取笑他。,He mocks him.,取笑,audio/sentences/他取笑他。.mp3,audio/sentence_meanings/He-mocks-him.mp3,LMS;clip-pack,2
他降低声音。,He lowers his voice.,降,audio/sentences/他降低声音。.mp3,audio/sentence_meanings/He-lowers-his-voice.mp3,LMS;clip-pack,2
他摆着这个东西。,He leaves this thing on display.,摆着,audio/sentences/他摆着这个东西。.mp3,audio/sentence_meanings/He-leaves-this-thing-on-display.mp3,LMS;clip-pack,2
他开玩笑。,He jokes.,开玩笑,audio/sentences/他开玩笑。.mp3,audio/sentence_meanings/He-jokes.mp3,LMS;clip-pack,2
他解释这个问题。,He explains this problem.,解释,audio/sentences/他解释这个问题。.mp3,audio/sentence_meanings/He-explains-this-problem.mp3,LMS;clip-pack,2
他观察他。,He observes him.,观察,audio/sentences/他观察他。.mp3,audio/sentence_meanings/He-observes-him.mp3,LMS;clip-pack,2
他回头看。,He looks back.,回头,audio/sentences/他回头看。.mp3,audio/sentence_meanings/He-looks-back.mp3,LMS;clip-pack,2
他信你。,He trusts you.,信,audio/sentences/他信你。.mp3,audio/sentence_meanings/He-trusts-you.mp3,LMS;clip-pack,2
他照样做。,He does it the same way.,照样,audio/sentences/他照样做。.mp3,audio/sentence_meanings/He-does-it-the-same-way.mp3,LMS;clip-pack,2
他发抖。,He shakes.,发抖,audio/sentences/他发抖。.mp3,audio/sentence_meanings/He-shakes.mp3,LMS;clip-pack,2
他撑下去。,He pushes through.,撑,audio/sentences/他撑下去。.mp3,audio/sentence_meanings/He-pushes-through.mp3,LMS;clip-pack,2
他停住。,He stops in place.,停住,audio/sentences/他停住。.mp3,audio/sentence_meanings/He-stops-in-place.mp3,LMS;clip-pack,2
他舍得放下。,He is willing to let go.,舍得,audio/sentences/他舍得放下。.mp3,audio/sentence_meanings/He-is-willing-to-let-go.mp3,LMS;clip-pack,2
他碰这个东西。,He touches this thing.,碰,audio/sentences/他碰这个东西。.mp3,audio/sentence_meanings/He-touches-this-thing.mp3,LMS;clip-pack,2
他随手放下。,He puts it down casually.,随手,audio/sentences/他随手放下。.mp3,audio/sentence_meanings/He-puts-it-down-casually.mp3,LMS;clip-pack,2
他评价这个作品。,He judges this work.,评价,audio/sentences/他评价这个作品。.mp3,audio/sentence_meanings/He-judges-this-work.mp3,LMS;clip-pack,2
他刺到手。,He stings his hand.,刺,audio/sentences/他刺到手。.mp3,audio/sentence_meanings/He-stings-his-hand.mp3,LMS;clip-pack,2
他很着急。,He is anxious.,着急,audio/sentences/他很着急。.mp3,audio/sentence_meanings/He-is-anxious.mp3,LMS;clip-pack,2
他提前回来。,He comes back in advance.,提前,audio/sentences/他提前回来。.mp3,audio/sentence_meanings/He-comes-back-in-advance.mp3,LMS;clip-pack,2
他留下这个。,He leaves this behind.,留,audio/sentences/他留下这个。.mp3,audio/sentence_meanings/He-leaves-this-behind.mp3,LMS;clip-pack,2
他负责这件事。,He takes responsibility for this.,负责,audio/sentences/他负责这件事。.mp3,audio/sentence_meanings/He-takes-responsibility-for-this.mp3,LMS;clip-pack,2
他认这个人。,He acknowledges this person.,认,audio/sentences/他认这个人。.mp3,audio/sentence_meanings/He-acknowledges-this-person.mp3,LMS;clip-pack,2
他传开了。,He spreads around.,传开,audio/sentences/他传开了。.mp3,audio/sentence_meanings/He-spreads-around.mp3,LMS;clip-pack,2
他练习。,He practices.,练习,audio/sentences/他练习。.mp3,audio/sentence_meanings/He-practices.mp3,LMS;clip-pack,2
他进入房间。,He enters the room.,进入,audio/sentences/他进入房间。.mp3,audio/sentence_meanings/He-enters-the-room.mp3,LMS;clip-pack,2
他关上门。,He closes the door.,关上,audio/sentences/他关上门。.mp3,audio/sentence_meanings/He-closes-the-door.mp3,LMS;clip-pack,2
他保护你。,He protects you.,保护,audio/sentences/他保护你。.mp3,audio/sentence_meanings/He-protects-you.mp3,LMS;clip-pack,2
他拒绝这个。,He refuses this.,拒绝,audio/sentences/他拒绝这个。.mp3,audio/sentence_meanings/He-refuses-this.mp3,LMS;clip-pack,2
他结束了。,He ends it.,结束,audio/sentences/他结束了。.mp3,audio/sentence_meanings/He-ends-it.mp3,LMS;clip-pack,2
他等待你。,He waits for you.,等待,audio/sentences/他等待你。.mp3,audio/sentence_meanings/He-waits-for-you.mp3,LMS;clip-pack,2
他继续练习。,He continues practicing.,继续,audio/sentences/他继续练习。.mp3,audio/sentence_meanings/He-continues-practicing.mp3,LMS;clip-pack,2
他舍不得走。,He cannot bear to leave.,舍不得,audio/sentences/他舍不得走。.mp3,audio/sentence_meanings/He-cannot-bear-to-leave.mp3,LMS;clip-pack,2
他的运气很好。,His luck is good.,运气,audio/sentences/他的运气很好。.mp3,audio/sentence_meanings/His-luck-is-good.mp3,LMS;clip-pack,2
他很稳。,He is steady.,稳,audio/sentences/他很稳。.mp3,audio/sentence_meanings/He-is-steady.mp3,LMS;clip-pack,2
这个很合适。,This is suitable.,合适,audio/sentences/这个很合适。.mp3,audio/sentence_meanings/This-is-suitable.mp3,LMS;clip-pack,2
这件事很清楚。,This matter is clear.,清楚,audio/sentences/这件事很清楚。.mp3,audio/sentence_meanings/This-matter-is-clear.mp3,LMS;clip-pack,2
他很有耐心。,He is patient.,耐心,audio/sentences/他很有耐心。.mp3,audio/sentence_meanings/He-is-patient.mp3,LMS;clip-pack,2
这是长远的事。,This is a long-term matter.,长远,audio/sentences/这是长远的事。.mp3,audio/sentence_meanings/This-is-a-long-term-matter.mp3,LMS;clip-pack,2
这是一个笑话。,This is a joke.,笑话,audio/sentences/这是一个笑话。.mp3,audio/sentence_meanings/This-is-a-joke.mp3,LMS;clip-pack,2
他很满意。,He is satisfied.,满意,audio/sentences/他很满意。.mp3,audio/sentence_meanings/He-is-satisfied.mp3,LMS;clip-pack,2
这个很值得。,This is worth it.,值得,audio/sentences/这个很值得。.mp3,audio/sentence_meanings/This-is-worth-it.mp3,LMS;clip-pack,2
他很僵。,He is stiff.,僵,audio/sentences/他很僵。.mp3,audio/sentence_meanings/He-is-stiff.mp3,LMS;clip-pack,2
他说得很自然。,He speaks naturally.,自然,audio/sentences/他说得很自然。.mp3,audio/sentence_meanings/He-speaks-naturally.mp3,LMS;clip-pack,2
这个东西很硬。,This thing is hard.,硬,audio/sentences/这个东西很硬。.mp3,audio/sentence_meanings/This-thing-is-hard.mp3,LMS;clip-pack,2
他后悔了。,He regrets it.,后悔,audio/sentences/他后悔了。.mp3,audio/sentence_meanings/He-regrets-it.mp3,LMS;clip-pack,2
他看轻自己。,He undervalues himself.,看轻,audio/sentences/他看轻自己。.mp3,audio/sentence_meanings/He-undervalues-himself.mp3,LMS;clip-pack,2
这个很珍贵。,This is precious.,珍贵,audio/sentences/这个很珍贵。.mp3,audio/sentence_meanings/This-is-precious.mp3,LMS;clip-pack,2
他很专心。,He is focused.,专心,audio/sentences/他很专心。.mp3,audio/sentence_meanings/He-is-focused.mp3,LMS;clip-pack,2
这是一个机会。,This is a chance.,机会,audio/sentences/这是一个机会。.mp3,audio/sentence_meanings/This-is-a-chance.mp3,LMS;clip-pack,2
这是答案。,This is the answer.,答案,audio/sentences/这是答案。.mp3,audio/sentence_meanings/This-is-the-answer.mp3,LMS;clip-pack,2
这是真相。,This is the truth.,真相,audio/sentences/这是真相。.mp3,audio/sentence_meanings/This-is-the-truth.mp3,LMS;clip-pack,2
这是一个秘密。,This is a secret.,秘密,audio/sentences/这是一个秘密。.mp3,audio/sentence_meanings/This-is-a-secret.mp3,LMS;clip-pack,2
这是一个记忆。,This is a memory.,记忆,audio/sentences/这是一个记忆。.mp3,audio/sentence_meanings/This-is-a-memory.mp3,LMS;clip-pack,2
这是一个约定。,This is a promise.,约定,audio/sentences/这是一个约定。.mp3,audio/sentence_meanings/This-is-a-promise.mp3,LMS;clip-pack,2
这是命运。,This is fate.,命运,audio/sentences/这是命运。.mp3,audio/sentence_meanings/This-is-fate.mp3,LMS;clip-pack,2
这个有价值。,This has value.,价值,audio/sentences/这个有价值。.mp3,audio/sentence_meanings/This-has-value.mp3,LMS;clip-pack,2
他恨这件事。,He hates this matter.,恨,audio/sentences/他恨这件事。.mp3,audio/sentence_meanings/He-hates-this-matter.mp3,LMS;clip-pack,2
这是痛苦。,This is pain.,痛苦,audio/sentences/这是痛苦。.mp3,audio/sentence_meanings/This-is-pain.mp3,LMS;clip-pack,2
他很失望。,He is disappointed.,失望,audio/sentences/他很失望。.mp3,audio/sentence_meanings/He-is-disappointed.mp3,LMS;clip-pack,2
这是勇气。,This is courage.,勇气,audio/sentences/这是勇气。.mp3,audio/sentence_meanings/This-is-courage.mp3,LMS;clip-pack,2
他得到荣耀。,He gains glory.,荣耀,audio/sentences/他得到荣耀。.mp3,audio/sentence_meanings/He-gains-glory.mp3,LMS;clip-pack,2
这里很危险。,It is dangerous here.,危险,audio/sentences/这里很危险。.mp3,audio/sentence_meanings/It-is-dangerous-here.mp3,LMS;clip-pack,2
他有点紧张。,He is a little nervous.,紧张,audio/sentences/他有点紧张。.mp3,audio/sentence_meanings/He-is-a-little-nervous.mp3,LMS;clip-pack,2
他感到惊讶。,He feels surprised.,惊讶,audio/sentences/他感到惊讶。.mp3,audio/sentence_meanings/He-feels-surprised.mp3,LMS;clip-pack,2
她有点害羞。,She is a little shy.,害羞,audio/sentences/她有点害羞。.mp3,audio/sentence_meanings/She-is-a-little-shy.mp3,LMS;clip-pack,2
他保持冷静。,He stays calm.,冷静,audio/sentences/他保持冷静。.mp3,audio/sentence_meanings/He-stays-calm.mp3,LMS;clip-pack,2
他的眼神很坚定。,His eyes look firm.,坚定,audio/sentences/他的眼神很坚定。.mp3,audio/sentence_meanings/His-eyes-look-firm.mp3,LMS;clip-pack,2
他慢慢变平静。,He slowly becomes peaceful.,平静,audio/sentences/他慢慢变平静。.mp3,audio/sentence_meanings/He-slowly-becomes-peaceful.mp3,LMS;clip-pack,2
场面很混乱。,The scene is chaotic.,混乱,audio/sentences/场面很混乱。.mp3,audio/sentence_meanings/The-scene-is-chaotic.mp3,LMS;clip-pack,2
他感到压力。,He feels pressure.,压力,audio/sentences/他感到压力。.mp3,audio/sentence_meanings/He-feels-pressure.mp3,LMS;clip-pack,2
他走到摊位前。,He walks to the stall.,摊位,audio/sentences/他走到摊位前。.mp3,audio/sentence_meanings/He-walks-to-the-stall.mp3,LMS;clip-pack,2
他打开账号。,He opens the account.,账号,audio/sentences/他打开账号。.mp3,audio/sentence_meanings/He-opens-the-account.mp3,LMS;clip-pack,2
玩家开始训练。,The player starts training.,玩家,audio/sentences/玩家开始训练。.mp3,audio/sentence_meanings/The-player-starts-training.mp3,LMS;clip-pack,2
新手慢慢学习。,The newbie learns slowly.,新手,audio/sentences/新手慢慢学习。.mp3,audio/sentence_meanings/The-newbie-learns-slowly.mp3,LMS;clip-pack,2
高手没有放弃。,The expert does not give up.,高手,audio/sentences/高手没有放弃。.mp3,audio/sentence_meanings/The-expert-does-not-give-up.mp3,LMS;clip-pack,2
他的等级很低。,His level is low.,等级,audio/sentences/他的等级很低。.mp3,audio/sentence_meanings/His-level-is-low.mp3,LMS;clip-pack,2
他得到经验。,He gains experience points.,经验,audio/sentences/他得到经验。.mp3,audio/sentence_meanings/He-gains-experience-points.mp3,LMS;clip-pack,2
他练习技能。,He practices the skill.,技能,audio/sentences/他练习技能。.mp3,audio/sentence_meanings/He-practices-the-skill.mp3,LMS;clip-pack,2
他接受任务。,He accepts the quest.,任务,audio/sentences/他接受任务。.mp3,audio/sentence_meanings/He-accepts-the-quest.mp3,LMS;clip-pack,2
他得到奖励。,He receives the reward.,奖励,audio/sentences/他得到奖励。.mp3,audio/sentence_meanings/He-receives-the-reward.mp3,LMS;clip-pack,2
他数金币。,He counts gold coins.,金币,audio/sentences/他数金币。.mp3,audio/sentence_meanings/He-counts-gold-coins.mp3,LMS;clip-pack,2
他收下银币。,He accepts the silver coins.,银币,audio/sentences/他收下银币。.mp3,audio/sentence_meanings/He-accepts-the-silver-coins.mp3,LMS;clip-pack,2
他留下铜币。,He keeps the copper coins.,铜币,audio/sentences/他留下铜币。.mp3,audio/sentence_meanings/He-keeps-the-copper-coins.mp3,LMS;clip-pack,2
他还有债。,He still has debt.,债,audio/sentences/他还有债。.mp3,audio/sentence_meanings/He-still-has-debt.mp3,LMS;clip-pack,2
利息越来越高。,The interest gets higher and higher.,利息,audio/sentences/利息越来越高。.mp3,audio/sentence_meanings/The-interest-gets-higher-and-higher.mp3,LMS;clip-pack,2
生意慢慢变好。,Business slowly gets better.,生意,audio/sentences/生意慢慢变好。.mp3,audio/sentence_meanings/Business-slowly-gets-better.mp3,LMS;clip-pack,2
他拿到工资。,He receives wages.,工资,audio/sentences/他拿到工资。.mp3,audio/sentence_meanings/He-receives-wages.mp3,LMS;clip-pack,2
机器开始动了。,The machine starts moving.,机器,audio/sentences/机器开始动了。.mp3,audio/sentence_meanings/The-machine-starts-moving.mp3,LMS;clip-pack,2
他进入胶囊。,He enters the capsule.,胶囊,audio/sentences/他进入胶囊。.mp3,audio/sentence_meanings/He-enters-the-capsule.mp3,LMS;clip-pack,2
王国很大。,The kingdom is large.,王国,audio/sentences/王国很大。.mp3,audio/sentence_meanings/The-kingdom-is-large.mp3,LMS;clip-pack,2
市场很热闹。,The market is lively.,市场,audio/sentences/市场很热闹。.mp3,audio/sentence_meanings/The-market-is-lively.mp3,LMS;clip-pack,2
他走进训练场。,He walks into the training hall.,训练场,audio/sentences/他走进训练场。.mp3,audio/sentence_meanings/He-walks-into-the-training-hall.mp3,LMS;clip-pack,2
他打稻草人。,He hits the scarecrow.,稻草人,audio/sentences/他打稻草人。.mp3,audio/sentence_meanings/He-hits-the-scarecrow.mp3,LMS;clip-pack,2
他拿起木剑。,He picks up the wooden sword.,木剑,audio/sentences/他拿起木剑。.mp3,audio/sentence_meanings/He-picks-up-the-wooden-sword.mp3,LMS;clip-pack,2
剑很锋利。,The sword is sharp.,剑,audio/sentences/剑很锋利。.mp3,audio/sentence_meanings/The-sword-is-sharp.mp3,LMS;clip-pack,2
他举起盾牌。,He raises the shield.,盾牌,audio/sentences/他举起盾牌。.mp3,audio/sentence_meanings/He-raises-the-shield.mp3,LMS;clip-pack,2
他穿上盔甲。,He puts on armor.,盔甲,audio/sentences/他穿上盔甲。.mp3,audio/sentence_meanings/He-puts-on-armor.mp3,LMS;clip-pack,2
他喝下药。,He drinks the medicine.,药,audio/sentences/他喝下药。.mp3,audio/sentence_meanings/He-drinks-the-medicine.mp3,LMS;clip-pack,2
他去了医院。,He goes to the hospital.,医院,audio/sentences/他去了医院。.mp3,audio/sentence_meanings/He-goes-to-the-hospital.mp3,LMS;clip-pack,2
他在工厂工作。,He works in the factory.,工厂,audio/sentences/他在工厂工作。.mp3,audio/sentence_meanings/He-works-in-the-factory.mp3,LMS;clip-pack,2
伤口还在痛。,The wound still hurts.,伤口,audio/sentences/伤口还在痛。.mp3,audio/sentence_meanings/The-wound-still-hurts.mp3,LMS;clip-pack,2
他找到线索。,He finds a clue.,线索,audio/sentences/他找到线索。.mp3,audio/sentence_meanings/He-finds-a-clue.mp3,LMS;clip-pack,2
表面很平静。,The surface is peaceful.,表面,audio/sentences/表面很平静。.mp3,audio/sentence_meanings/The-surface-is-peaceful.mp3,LMS;clip-pack,2
他的手指受伤了。,His finger is injured.,手指,audio/sentences/他的手指受伤了。.mp3,audio/sentence_meanings/His-finger-is-injured.mp3,LMS;clip-pack,2
他的表情很紧张。,His expression is nervous.,表情,audio/sentences/他的表情很紧张。.mp3,audio/sentence_meanings/His-expression-is-nervous.mp3,LMS;clip-pack,2
他看着镜子。,He looks at the mirror.,镜子,audio/sentences/他看着镜子。.mp3,audio/sentence_meanings/He-looks-at-the-mirror.mp3,LMS;clip-pack,2
台灯还亮着。,The desk lamp is still on.,台灯,audio/sentences/台灯还亮着。.mp3,audio/sentence_meanings/The-desk-lamp-is-still-on.mp3,LMS;clip-pack,2
他需要本钱。,He needs the original cost.,本钱,audio/sentences/他需要本钱。.mp3,audio/sentence_meanings/He-needs-the-original-cost.mp3,LMS;clip-pack,2
他记下步骤。,He writes down the steps.,步骤,audio/sentences/他记下步骤。.mp3,audio/sentence_meanings/He-writes-down-the-steps.mp3,LMS;clip-pack,2
他的目的很清楚。,His purpose is clear.,目的,audio/sentences/他的目的很清楚。.mp3,audio/sentence_meanings/His-purpose-is-clear.mp3,LMS;clip-pack,2
护士包扎伤口。,The nurse bandages the wound.,护士,audio/sentences/护士包扎伤口。.mp3,audio/sentence_meanings/The-nurse-bandages-the-wound.mp3,LMS;clip-pack,2
店主看着他。,The shopkeeper looks at him.,店主,audio/sentences/店主看着他。.mp3,audio/sentence_meanings/The-shopkeeper-looks-at-him.mp3,LMS;clip-pack,2
商人选择价格。,The merchant chooses the price.,商人,audio/sentences/商人选择价格。.mp3,audio/sentence_meanings/The-merchant-chooses-the-price.mp3,LMS;clip-pack,2
工人继续工作。,The worker continues working.,工人,audio/sentences/工人继续工作。.mp3,audio/sentence_meanings/The-worker-continues-working.mp3,LMS;clip-pack,2
老板很满意。,The boss is satisfied.,老板,audio/sentences/老板很满意。.mp3,audio/sentence_meanings/The-boss-is-satisfied.mp3,LMS;clip-pack,2
战士继续训练。,The warrior continues training.,战士,audio/sentences/战士继续训练。.mp3,audio/sentence_meanings/The-warrior-continues-training.mp3,LMS;clip-pack,2
骑士举起盾牌。,The knight raises the shield.,骑士,audio/sentences/骑士举起盾牌。.mp3,audio/sentence_meanings/The-knight-raises-the-shield.mp3,LMS;clip-pack,2
士兵守在门口。,The soldier guards the door.,士兵,audio/sentences/士兵守在门口。.mp3,audio/sentence_meanings/The-soldier-guards-the-door.mp3,LMS;clip-pack,2
女仆轻轻开口。,The maid speaks softly.,女仆,audio/sentences/女仆轻轻开口。.mp3,audio/sentence_meanings/The-maid-speaks-softly.mp3,LMS;clip-pack,2
他一下子愣住了。,He is suddenly stunned.,愣住,audio/sentences/他一下子愣住了。.mp3,audio/sentence_meanings/He-is-suddenly-stunned.mp3,LMS;clip-pack,2
他忽然停住。,He suddenly stops.,忽然,audio/sentences/他忽然停住。.mp3,audio/sentence_meanings/He-suddenly-stops.mp3,LMS;clip-pack,2
他轻轻放下剑。,He gently puts down the sword.,轻轻,audio/sentences/他轻轻放下剑。.mp3,audio/sentence_meanings/He-gently-puts-down-the-sword.mp3,LMS;clip-pack,2
木剑有点歪。,The wooden sword is a little crooked.,歪,audio/sentences/木剑有点歪。.mp3,audio/sentence_meanings/The-wooden-sword-is-a-little-crooked.mp3,LMS;clip-pack,2
他留着金币。,He keeps the gold coins.,留着,audio/sentences/他留着金币。.mp3,audio/sentence_meanings/He-keeps-the-gold-coins.mp3,LMS;clip-pack,2
中午他还在训练。,"At noon, he is still training.",中午,audio/sentences/中午他还在训练。.mp3,"audio/sentence_meanings/At-noon,-he-is-still-training.mp3",LMS;clip-pack,2
半夜他还没睡。,"At midnight, he still has not slept.",半夜,audio/sentences/半夜他还没睡。.mp3,"audio/sentence_meanings/At-midnight,-he-still-has-not-slept.mp3",LMS;clip-pack,2
时间很短。,The time is short.,短,audio/sentences/时间很短。.mp3,audio/sentence_meanings/The-time-is-short.mp3,LMS;clip-pack,2
这个线索是假的。,This clue is false.,假,audio/sentences/这个线索是假的。.mp3,audio/sentence_meanings/This-clue-is-false.mp3,LMS;clip-pack,2
情况变坏了。,The situation turns bad.,坏,audio/sentences/情况变坏了。.mp3,audio/sentence_meanings/The-situation-turns-bad.mp3,LMS;clip-pack,2
李贤继续练习。,Lee Hyun continues practicing.,李贤,audio/sentences/李贤继续练习。.mp3,audio/sentence_meanings/Lee-Hyun-continues-practicing.mp3,LMS;clip-pack,2
李夏妍有点担心。,Lee Hayan is a little worried.,李夏妍,audio/sentences/李夏妍有点担心。.mp3,audio/sentence_meanings/Lee-Hayan-is-a-little-worried.mp3,LMS;clip-pack,2
他进入皇家之路。,He enters Royal Road.,皇家之路,audio/sentences/他进入皇家之路。.mp3,audio/sentence_meanings/He-enters-Royal-Road.mp3,LMS;clip-pack,2
他来到罗森海姆。,He arrives in Rosenheim.,罗森海姆,audio/sentences/他来到罗森海姆。.mp3,audio/sentence_meanings/He-arrives-in-Rosenheim.mp3,LMS;clip-pack,2
他前往塞拉堡。,He heads to Serabourg.,塞拉堡,audio/sentences/他前往塞拉堡。.mp3,audio/sentence_meanings/He-heads-to-Serabourg.mp3,LMS;clip-pack,2
